carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Limousine,black,,,,Zuzwil,,Mercedes-benz,,156300.0,kilometer,500,500 SE,false,car,,,
Limousine,black,,,,Zuzwil,,Maserati,,58900.0,kilometer,Quattroporte,Quattroporte 4.2 Sport GT,false,car,,,l_km_consumption
SUV / Geländewagen,black,,,,Zuzwil,,Opel,,153900.0,kilometer,Frontera,Frontera 3.2i V6 Limited,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,29800.0,kilometer,911,911 GT3,false,car,,,l_km_consumption
Limousine,silver,,,,Zuzwil,,Bmw,,33600.0,kilometer,545,545i,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw,,33600.0,kilometer,M5,M5,false,car,,,l_km_consumption
Cabriolet,anthrazit met.,,,,Zuzwil,,Mercedes-benz,,16500.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Limousine,bordeaux met.,,,,Zuzwil,,Mercedes-benz,,67400.0,kilometer,E 55 amg,E 55 AMG Avantgarde,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,1500.0,kilometer,S 500,S 500,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Nsu,,82804.0,kilometer,,TT,false,car,,,
Cabriolet,white,,,,Zuzwil,,Mercedes-benz,,43000.0,kilometer,Sl 600,SL 600,false,car,,,l_km_consumption
Pick-up,white,,,,Zuzwil,,Chevrolet,,34500.0,kilometer,Silverado,2500HD 6.6l V8,false,car,,,
Cabriolet,gray,,,,Zuzwil,,Porsche,,61800.0,kilometer,911,911 Carrera Targa,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Ferrari,,41500.0,kilometer,F360,F360 Modena Berlinetta,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,71600.0,kilometer,Alpine,Alpine A610 Turbo,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Porsche,,26300.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw,,578.0,kilometer,2002,Turbo,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,198000.0,kilometer,190,190 E 2.5-16 ABS,false,car,,,
Limousine,white,,,,Zuzwil,,Audi,,95300.0,kilometer,A4,A4 3.0 V6,false,car,,,l_km_consumption
Coupé,white,,,,Zuzwil,,Mercedes-benz,,94000.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Peugeot,,72600.0,kilometer,406,406 Coupé 3.0 V6 Pack,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Renault,,91000.0,kilometer,Alpine a110,null,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Chrysler,,66900.0,kilometer,Viper,Viper GTS,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ford,,1000.0,kilometer,,RS200 EVO Gruppe B,false,car,,,
Coupé,blue met.,,,,Zuzwil,,Ferrari,,200.0,kilometer,458,458 Italia 4.5 V8 Speciale,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Ferrari,,37000.0,kilometer,612,612,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Mercedes-benz,,13800.0,kilometer,Slk 200,SLK 200,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Mercedes-benz,,99500.0,kilometer,S 600,S 600,false,car,,,
Cabriolet,black met.,,,,Basel,,Rolls-royce,,70000.0,kilometer,Corniche,Convertible,false,car,,,
Kombi,red met,,,,Zuzwil,,Audi,,71900.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Alfa romeo,,69300.0,kilometer,Spider,Spider 2.0,false,car,,,
Pick-up,black met.,,,,Zuzwil,,Toyota,,26900.0,kilometer,Dyna,Bergungsfahrzeug,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,29800.0,kilometer,E 250,E 250 CGI BlueEff Avgarde,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Porsche,,139900.0,kilometer,911,911 Carrera 4S,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Ford,,1.0,kilometer,,T - Roadster,false,car,,,
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,29200.0,kilometer,E 500,E 500 Avantgarde,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Mercedes-benz,,2000.0,kilometer,Ml 63 amg,ML 63 AMG 4Matic,false,car,,,l_km_consumption
Limousine,green,,,,Zuzwil,,Bmw,,54600.0,kilometer,M5,M5,false,car,,,l_km_consumption
SUV / Geländewagen,black,,,,Zuzwil,,Porsche,,114000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Saab,,134600.0,kilometer,9-3,9-3 2.0i-16 TS Aero,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Bentley,,36900.0,kilometer,Continental,Continental GT Speed 6.0,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Renault,,222300.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Coupé,blue,,,,Zuzwil,,Lamborghini,,26800.0,kilometer,Diablo,Diablo 5.7,false,car,,,
SUV / Geländewagen,black met.,,,,Zuzwil,,Kaiser,,18000.0,kilometer,,CJ-5 12V ARMEEFAHRZEUG,false,car,,,
Kombi,white,,,,Zuzwil,,Audi,,31500.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Kombi,gray,,,,Zuzwil,,Audi,,41900.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,52900.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Lamborghini,,24000.0,kilometer,Gallardo,Gallardo LP560-4 Coupé,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Bmw,,112300.0,kilometer,523,523i Touring,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,63500.0,kilometer,911,911 Turbo,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,96600.0,kilometer,Sl 500,SL 500,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Bmw,,119600.0,kilometer,750,750i,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Ford (usa),,4300.0,kilometer,Mustang,5.0 GT Premium 50 Years,false,car,,,l_km_consumption
Cabriolet,brown met.,,,,Zuzwil,,Bmw,,22800.0,kilometer,Z4,Z4 2.5i Roadster,false,car,,,l_km_consumption
Coupé,yellow,,,,Zuzwil,,Ferrari,,28100.0,kilometer,F355,F355 Berlinetta,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Porsche,,36600.0,kilometer,Cayenne,Cayenne Turbo S,false,car,,,l_km_consumption
SUV / Geländewagen,red,,,,Zuzwil,,Land rover,,90400.0,kilometer,Range rover,Range Rover 4.4 V8 HSE,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Nissan,,98000.0,kilometer,Sunny,Sunny 2.0 16V GTI-R,false,car,,,
Coupé,blue met.,,,,Zuzwil,,Aston martin,,97200.0,kilometer,Db7,DB7,false,car,,,l_km_consumption
SUV / Geländewagen,beige met.,,,,Zuzwil,,Bmw,,40500.0,kilometer,X5,X5 4.4i,false,car,,,l_km_consumption
Coupé,black,,,,Zuzwil,,Renault,,36900.0,kilometer,Alpine,2700VA,false,car,,,
Coupé,white,,,,Zuzwil,,Ferrari,,26000.0,kilometer,575m,575M,false,car,,,l_km_consumption
Cabriolet,white,,,,Zuzwil,,Ferrari,,11700.0,kilometer,458,458 Spider Italia 4.5 V8,false,car,,,l_km_consumption
Kombi,blue met.,,,,Zuzwil,,Audi,,39300.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
SUV / Geländewagen,red,,,,Zuzwil,,Porsche,,79000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,30400.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Nissan,,2300.0,kilometer,Skyline,R34 GTR,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Jaguar,,161400.0,kilometer,Xj,XJ 4.0 Sovereign,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw,,124800.0,kilometer,330,330xi,false,car,,,l_km_consumption
Coupé,anthrazit met.,,,,Zuzwil,,Porsche,,54000.0,kilometer,924,Turbo,false,car,,,
Coupé,gray,,,,Zuzwil,,Ferrari,,8100.0,kilometer,575m,575M,false,car,,,l_km_consumption
Limousine,green,,,,Zuzwil,,Lancia,,13000.0,kilometer,,Rally 037 stradale,false,car,,,
Coupé,black,,,,Zuzwil,,Porsche,,77800.0,kilometer,911,911 Carrera 4,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Vw,,105800.0,kilometer,Golf,Golf R32 4Motion,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,94500.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,beige met.,,,,Zuzwil,,Mercedes-benz,,49900.0,kilometer,E 55 amg,E 55 AMG Avantgarde,false,car,,,l_km_consumption
