carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Coupé,orange met.,,,,Porrentruy,,Lamborghini,,7000.0,kilometer,Diablo,SV-R Race,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Renault,,23500.0,kilometer,Sport spider,Spider 2.0 16V TURBO,false,car,,,l_km_consumption
Limousine,bordeaux,,,,Zuzwil,,Mercedes-benz,,14100.0,kilometer,S 320,S 320,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Mercedes-benz,,47300.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Coupé,blue,,,,Zuzwil,,Lamborghini,,16000.0,kilometer,Murciélago,Murciélago 6.2 Coupé,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,13200.0,kilometer,S 63 amg,S 63 AMG,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Mercedes-benz,,500.0,kilometer,R 500,R 500 4Matic,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Porsche,,47500.0,kilometer,Panamera,Panamera Turbo 4.8,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Mercedes-benz,,43700.0,kilometer,C 350,C 350 Elégance 4Matic,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Renault,,177000.0,kilometer,,DAUPHINE GORDINI,false,car,,,
Kombi,black met.,,,,Zuzwil,,Audi,,211000.0,kilometer,S6,S6 Avant quattro,false,car,,,l_km_consumption
Kombi,red,,,,Zuzwil,,Audi,,47000.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Matra,,52000.0,kilometer,,SIMCA Bagheera Serie II,false,car,,,
Limousine,silver,,,,Zuzwil,,Mercedes-benz,,162900.0,kilometer,C 240,C 240 Elégance,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Audi,,95700.0,kilometer,Rs4,RS4 4.2 V8 quattro,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,101200.0,kilometer,911,911 Carrera 4S,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Audi,,26300.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Coupé,violet met.,,,,Zuzwil,,Chevrolet,,21300.0,kilometer,Corvette,C2,false,car,,,
Limousine,anthrazit met.,,,,Zuzwil,,Bmw-alpina,,146500.0,kilometer,3 series,B8,false,car,,,
Limousine,bordeaux met.,,,,Zuzwil,,Mercedes-benz,,99900.0,kilometer,S 500,S 500,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Lamborghini,,300.0,kilometer,Huracan,Huracan LP610-4 Coupé,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,9900.0,kilometer,S 320,S 320 CDI,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,31000.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Mg,,86000.0,kilometer,,M Roadster,false,car,,,
SUV / Geländewagen,silver met.,,,,Zuzwil,,Porsche,,21000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Coupé,yellow,,,,Zuzwil,,Maserati,,64600.0,kilometer,3200 gt,3200 GT,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Ford,,164400.0,kilometer,Sierra,Sierra 2.0i Cosworth 4x4,false,car,,,
Coupé,silver,,,,Zuzwil,,Mercedes-benz,,22400.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Kleinwagen,silver met.,,,,Zuzwil,,Renault,,61200.0,kilometer,Clio,Clio 3.0 Sport V6,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,139200.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Cabriolet,blue met.,,,,Zuzwil,,Mercedes-benz,,32500.0,kilometer,Sl 600,SL 600,false,car,,,l_km_consumption
Limousine,bordeaux met.,,,,Zuzwil,,Bentley,,175100.0,kilometer,,T 2,false,car,,,
Cabriolet,blue,,,,Zuzwil,,Opel,,9000.0,kilometer,Speedster,Speedster 2.2 16V,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,12000.0,kilometer,M5,M5,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Lamborghini,,7300.0,kilometer,Gallardo,Gallardo LP550-2 Cpé V.B.,false,car,,,l_km_consumption
SUV / Geländewagen,anthrazit met.,,,,Zuzwil,,Porsche,,121000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Kombi,gray met.,,,,Zuzwil,,Audi,,38500.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,65400.0,kilometer,740,740i,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,32500.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Porsche,,1.0,kilometer,Cayenne,Cayenne S,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Vw,,37800.0,kilometer,Phaeton,Phaeton 6.0 W12 4Motion,false,car,,,l_km_consumption
SUV / Geländewagen,blue met.,,,,Zuzwil,,Mercedes-benz,,20800.0,kilometer,Ml 500,ML 500,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Mercedes-benz,,39600.0,kilometer,Cl 500,CL 500,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ford,,96600.0,kilometer,Escort,RS 2000,false,car,,,
Coupé,white,,,,Zuzwil,,Jaguar,,25000.0,kilometer,Xj 220,null,false,car,,,
Cabriolet,silver,,,,Sursee,,Ford (usa),,1000.0,kilometer,Mustang,null,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Bentley,,39100.0,kilometer,Brooklands,Brooklands,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Bmw,,26200.0,kilometer,728,728i,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Mercedes-benz,,116100.0,kilometer,Cl 500,CL 500,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Mercedes-benz,,7600.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
SUV / Geländewagen,anthrazit,,,,Zuzwil,,Porsche,,2900.0,kilometer,Cayenne,Cayenne Turbo Techart Magnum Kit,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,52500.0,kilometer,Sl 600,SL 600,false,car,,,
Limousine,bordeaux,,,,Zuzwil,,Mitsubishi,,35200.0,kilometer,Lancer,Lancer Evo VII,false,car,,,
Cabriolet,gray,,,,Zuzwil,,Porsche,,20400.0,kilometer,911,911 Carrera Cabrio,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,145100.0,kilometer,300,SEL 3.5,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,134000.0,kilometer,911,SC 3.0,false,car,,,
Limousine,yellow,,,,Safenwil,,Toyota,,58100.0,kilometer,Camry,2000 GLi Super Liftback,false,car,,,
Coupé,gold,,,,Zuzwil,,Chevrolet,,13000.0,kilometer,Corvette,Corvette ZR1,false,car,,,l_km_consumption
Cabriolet,gray,,,,Zuzwil,,Maserati,,88500.0,kilometer,Spyder gt,Spyder GT,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Ferrari,,68000.0,kilometer,456,456M GTA,false,car,,,l_km_consumption
Kombi,black,,,,Zuzwil,,Mercedes-benz,,57400.0,kilometer,C 63 amg,C 63 AMG Avantgarde,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Maserati,,62300.0,kilometer,Coupé gt,Coupé GT,false,car,,,l_km_consumption
Coupé,anthrazit met.,,,,Zuzwil,,Ford (usa),,92000.0,kilometer,Mustang,Shelby GT500,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Toyota,,57700.0,kilometer,Carina,Deluxe,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Audi,,3600.0,kilometer,S7,S7 Sportback 4.0 TFSI V8 quattro,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Toyota,,79300.0,kilometer,Celica,1600 GT DOHC,false,car,,,
Coupé,gray met.,,,,Zuzwil,,Porsche,,63300.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Maserati,,9800.0,kilometer,Quattroporte,Quattroporte 4.2,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,2300.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Bentley,,47500.0,kilometer,Turbo,null,false,car,,,
Kombi,white,,,,Zuzwil,,Mercedes-benz,,10400.0,kilometer,Cls 500,CLS 500,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,51000.0,kilometer,924,null,false,car,,,
Cabriolet,black,,,,Zuzwil,,Ferrari,,34600.0,kilometer,F355,F355 Spider,false,car,,,l_km_consumption
Kombi,black,,,,Zuzwil,,Bmw,,79800.0,kilometer,320,320i Touring,false,car,,,l_km_consumption
Coupé,black,,,,Sursee,,Porsche,,6300.0,kilometer,911,911 GT3 RS,false,car,,,l_km_consumption
Coupé,black,,,,Zuzwil,,Mercedes-benz,,103800.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Opel,,60990.0,kilometer,Manta,400 Breitbau,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Renault,,75700.0,kilometer,Alpine a110,1300,false,car,,,
Limousine,white met.,,,,Zuzwil,,Mercedes-benz,,102000.0,kilometer,S 65 amg,S 65 AMG L,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Bmw,,211000.0,kilometer,323,Alpina Look,false,car,,,
Coupé,green met.,,,,Zuzwil,,Porsche,,20900.0,kilometer,911,911 GT2,false,car,,,l_km_consumption
SUV / Geländewagen,black,,,,Zuzwil,,Porsche,,64500.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Lincoln,,119600.0,kilometer,Continental,null,false,car,,,
Cabriolet,white,,,,Zuzwil,,Mercedes-benz,,197800.0,kilometer,Sl 500,SL 500,false,car,,,
Limousine,yellow,,,,Zuzwil,,Bentley,,35000.0,kilometer,Continental,Continental FlyingSpur6.0,false,car,,,l_km_consumption
Coupé,gray,,,,Zuzwil,,Porsche,,25900.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Kombi,green met.,,,,Zuzwil,,Audi,,45300.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Nissan,,98000.0,kilometer,Sunny,2.0 16V GTI-R Rallye,false,car,,,
Limousine,black,,,,Zuzwil,,Bmw-alpina,,94400.0,kilometer,5 series,B10 4.6 S.Tronic,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Aston martin,,17000.0,kilometer,Db9,DB9 Volante,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Lotus,,36700.0,kilometer,Esprit,Esprit 3.5 V8 SE,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Ferrari,,53600.0,kilometer,F360,F360 Spider,false,car,,,l_km_consumption
Sattelschlepper,black met.,,,,Zuzwil,,Mercedes-benz,,65400.0,kilometer,600-series,611 DS,false,car,,,
Coupé,black met.,,,,Zuzwil,,Porsche,,134100.0,kilometer,911,911 Carrera 4,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Porsche,,75400.0,kilometer,911,911 Carrera Cabrio,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Vw,,43900.0,kilometer,Phaeton,Phaeton 6.0 W12 4Motion,false,car,,,l_km_consumption
Kleinwagen,black,,,,Zuzwil,,Renault,,159700.0,kilometer,R5,R5 1400 Alpine Turbo,false,car,,,
Limousine,black met.,,,,Zuzwil,,Vw,,175000.0,kilometer,Phaeton,Phaeton 6.0 W12 4Motion,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,27600.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Limousine,white,,,,Zuzwil,,Bmw,,49700.0,kilometer,330,330i,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Renault,,59800.0,kilometer,Alpine,A310 1600 VG,false,car,,,
Cabriolet,red,,,,Zuzwil,,Aston martin,,41000.0,kilometer,Db9,DB9 Volante,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Mercedes-benz,,42500.0,kilometer,Slk 55 amg,SLK 55 AMG,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ferrari,,41300.0,kilometer,F355,F355 Berlinetta,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Porsche,,80400.0,kilometer,911,911 Carrera 4 Cabrio TECHART,false,car,,,l_km_consumption
Limousine,anthrazit met.,,,,Zuzwil,,Mercedes-benz,,97300.0,kilometer,S 65 amg,S 65 AMG L,false,car,,,l_km_consumption
Limousine,green,,,,Zuzwil,,Bmw,,114600.0,kilometer,730,730i,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,91100.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,41100.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Lotus,,16000.0,kilometer,,HKT Seven GTS,false,car,,,
Limousine,black met.,,,,Zuzwil,,Bmw,,82000.0,kilometer,535,535d xDrive,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bentley,,42300.0,kilometer,Arnage,Arnage Green Label,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Porsche,,12000.0,kilometer,Carrera gt,Carrera GT,false,car,,,l_km_consumption
Limousine,anthrazit met.,,,,Zuzwil,,Mercedes-benz,,95400.0,kilometer,Cls 500,CLS 500,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Maserati,,29000.0,kilometer,Quattroporte,Quattroporte 4.7 S,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Bmw,,63000.0,kilometer,740,740i,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Mercedes-benz,,27800.0,kilometer,Cl 500,CL 500,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,33613.0,kilometer,Sl 65 amg,SL 65 AMG,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Ferrari,,42600.0,kilometer,F360,F360 Modena Berlinetta,false,car,,,l_km_consumption
Limousine,anthrazit met.,,,,Zuzwil,,Audi,,125400.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Bmw,,88000.0,kilometer,M3,M3,false,car,,,
Limousine,black,,,,Zuzwil,,Daimler,,100.0,kilometer,V8,V8 4.0,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,141000.0,kilometer,540,540i,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,21400.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
SUV / Geländewagen,white,,,,Zuzwil,,Porsche,,10.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Mercedes-benz,,25100.0,kilometer,Sl 320,SL 320,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Maserati,,62700.0,kilometer,Quattroporte,Quattroporte 4.2,false,car,,,l_km_consumption
Cabriolet,silver,,,,Zuzwil,,Ferrari,,55800.0,kilometer,F360,F360 Spider,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Audi,,62000.0,kilometer,A6,A6 4.2 V8 quattro,false,car,,,l_km_consumption
Kombi,blue met.,,,,Zuzwil,,Audi,,47600.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Renault,,77300.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Kombi,gray met.,,,,Zuzwil,,Audi,,42600.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,85200.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,silver met.,,,,St. Gallen,,Bentley,,5000.0,kilometer,Continental,Continental GT Speed 6.0,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Bmw,,142000.0,kilometer,M3,M3,false,car,,,l_km_consumption
Coupé,gray,,,,Zuzwil,,Ferrari,,15900.0,kilometer,575m,575M,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Maserati,,41800.0,kilometer,Coupé gt,Coupé GT,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Mercedes-benz,,92300.0,kilometer,Clk 55 amg,CLK 55 AMG Avantgarde,false,car,,,l_km_consumption
Kombi,black,,,,Zuzwil,,Bmw,,38000.0,kilometer,528,528i Touring,false,car,,,l_km_consumption
Limousine,blue,,,,Zuzwil,,Nsu,,75000.0,kilometer,,TTS,false,car,,,
Coupé,silver,,,,Zuzwil,,Ferrari,,26000.0,kilometer,599,599 GTB,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Porsche,,91600.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Cabriolet,red,,,,Zuzwil,,Mercedes-benz,,68900.0,kilometer,Sl 600,SL 600,false,car,,,
Coupé,black met.,,,,Zuzwil,,Maserati,,23200.0,kilometer,Coupé gt,Coupé GT,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,48100.0,kilometer,S 600,S 600 L,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Datsun,,50300.0,kilometer,280,ZX,false,car,,,
Limousine,gray,,,,Zuzwil,,Mercedes-benz,,83900.0,kilometer,E 320,E 320 Elégance 4-Matic,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Ferrari,,32500.0,kilometer,456,456 GTA,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Porsche,,38600.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,silver,,,,Zuzwil,,Alfa romeo,,79380.0,kilometer,Gt,1300 Junior,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Aston martin,,29000.0,kilometer,Db7,DB7 Vantage Volante,false,car,,,l_km_consumption
SUV / Geländewagen,silver met.,,,,Zuzwil,,Mercedes-benz,,87800.0,kilometer,Ml 400,ML 400 CDI,false,car,,,l_km_consumption
SUV / Geländewagen,green,,,,Zuzwil,,Mercedes-benz,,13300.0,kilometer,Ml 63 amg,ML 63 AMG 4Matic,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Chevrolet,,6300.0,kilometer,Corvette,Corvette ZR1,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Hyundai,,26900.0,kilometer,Coupé,Coupé 2.7 24V FX,false,car,,,l_km_consumption
Limousine,blue,,,,Zuzwil,,Jaguar,,74000.0,kilometer,Xj,XJ8 4.2 V8 Sovereign,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Triumph,,12800.0,kilometer,Dolomite,Sprint,false,car,,,
SUV / Geländewagen,white,,,,Zuzwil,,Hummer,,150.0,kilometer,H3,H3 3.7 Adventure,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Renault,,34900.0,kilometer,Alpine a110,1600S VC,false,car,,,
Cabriolet,red,,,,Zuzwil,,Porsche,,148600.0,kilometer,944,944 S2 Cabriolet ABS,false,car,,,
Limousine,black,,,,Zuzwil,,Bmw,,15300.0,kilometer,M5,M5,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,108500.0,kilometer,911,911 Carrera,false,car,,,
Limousine,black met.,,,,Zuzwil,,Rolls-royce,,73800.0,kilometer,Silver spur,null,false,car,,,
Kombi,silver,,,,Zuzwil,,Mercedes-benz,,62500.0,kilometer,C 280,C 280 Elégance,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw,,97100.0,kilometer,2002,Turbo,false,car,,,
Cabriolet,gray met.,,,,Zuzwil,,Mercedes-benz,,70400.0,kilometer,Slk 350,SLK 350,false,car,,,l_km_consumption
Cabriolet,blue,,,,Zuzwil,,Mercedes-benz,,77700.0,kilometer,Sl 600,SL 600,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Mg,,2500.0,kilometer,Metro,6R4 Gruppe B,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Fiat,,28800.0,kilometer,Stilo,Stilo 1.8 16V Swiss,false,car,,,l_km_consumption
SUV / Geländewagen,blue met.,,,,Zuzwil,,Ford (usa),,50100.0,kilometer,Explorer,Explorer 4.0 Ltd. Edition,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,125000.0,kilometer,S 600,S 600 L,false,car,,,l_km_consumption
Limousine,violet met.,,,,Zuzwil,,Mercedes-benz,,32000.0,kilometer,S 500,S 500,false,car,,,l_km_consumption
Kombi,gray,,,,Zuzwil,,Audi,,39000.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Cabriolet,green,,,,Zuzwil,,Mercedes-benz,,62700.0,kilometer,Sl 63 amg,SL 63 AMG,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Bentley,,20000.0,kilometer,Continental,Continental Supersports Conv.,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Vw,,108500.0,kilometer,Touareg,Touareg R50 V10,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,42500.0,kilometer,911,911 GT3,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Bmw,,62300.0,kilometer,M5,M5,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Porsche,,31000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Kombi,black,,,,Zuzwil,,Audi,,117400.0,kilometer,Rs4,RS4 Avant 4.2 V8 quattro,false,car,,,l_km_consumption
Limousine,blue,,,,Zuzwil,,Porsche,,26800.0,kilometer,Panamera,Panamera Turbo 4.8,false,car,,,l_km_consumption
Limousine,silver,,,,Zuzwil,,Mercedes-benz,,147400.0,kilometer,E 55 amg,E 55 AMG Avantgarde,false,car,,,l_km_consumption
Cabriolet,white,,,,Zuzwil,,Chevrolet,,67000.0,kilometer,Corvette,C1,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,106000.0,kilometer,E 240,E 240 Avantgarde,false,car,,,l_km_consumption
Coupé,anthrazit,,,,Zuzwil,,Chevrolet,,200.0,kilometer,Corvette,Corvette Z06,false,car,,,l_km_consumption
Limousine,red,,,,Zuzwil,,Jaguar,,44200.0,kilometer,S-type,S-Type 4.0 V8,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Maserati,,10600.0,kilometer,Quattroporte,Quattroporte 4.2,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,51000.0,kilometer,Sl 500,SL 500 Edition,false,car,,,l_km_consumption
Limousine,silver,,,,Zuzwil,,Lancia,,130300.0,kilometer,Delta,Delta HF Integrale Evo 4V,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Ferrari,,22500.0,kilometer,575m,575M,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Mercedes-benz,,137000.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,69000.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Limousine,white,,,,Zuzwil,,Mercedes-benz,,15800.0,kilometer,Cls 63 amg,CLS 63 AMG,false,car,,,l_km_consumption
Coupé,white,,,,Zuzwil,,Bentley,,79700.0,kilometer,Continental,Continental GT 6.0,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Mercedes-benz,,88500.0,kilometer,Ml 63 amg,ML 63 AMG 4Matic,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Audi,,34800.0,kilometer,S3,S3 2.0 TFSI quattro,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,34200.0,kilometer,Rs4,RS4 Avant 4.2 FSI quattro,false,car,,,l_km_consumption
Kombi,blue met.,,,,Zuzwil,,Audi,,37800.0,kilometer,Rs4,RS4 Avant quattro,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Porsche,,77600.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Bmw,,48000.0,kilometer,M6,M6,false,car,,,l_km_consumption
Limousine,silver met.,,,,Basel,,Bentley,,15600.0,kilometer,Arnage,Arnage T,false,car,,,l_km_consumption
Cabriolet,bordeaux met.,,,,Zuzwil,,Bmw,,46000.0,kilometer,M3,M3,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,73900.0,kilometer,S-class,S 55 L AMG,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Mercedes-benz,,99999.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Ford,,11000.0,kilometer,Escort,Escort 2.0i RS Cosworth,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Yes!,,9400.0,kilometer,,Roadster 3.2,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,15300.0,kilometer,Sl 65 amg,SL 65 AMG,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Alfa romeo,,56400.0,kilometer,166,166 3.0 V6 24V Super,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,110800.0,kilometer,S 350,S 350 L 4Matic,false,car,,,l_km_consumption
Limousine,white,,,,Zuzwil,,Bmw,,110600.0,kilometer,320,320d xDrive M-Sportpaket,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Audi,,55000.0,kilometer,S8,S8 4.2 quattro,false,car,,,l_km_consumption
Cabriolet,red,,,,Zuzwil,,Mercedes-benz,,20900.0,kilometer,Sl 600,SL 600,false,car,,,l_km_consumption
Cabriolet,red,,,,Zuzwil,,Mercedes-benz,,36800.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Mclaren,,19900.0,kilometer,12c,MP4-12C Coupé 3.8 V8,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Chevrolet,,33000.0,kilometer,Corvette,Corvette 6.2,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Mercedes-benz,,52500.0,kilometer,Clk 55 amg,CLK 55 AMG Avantgarde,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Mercedes-benz,,30500.0,kilometer,Slk 230,SLK 230 Kompressor,false,car,,,l_km_consumption
