id,TypeName,TypeNameFull,ModelText,ModelTypeText,Properties,InteriorColorText,ConsumptionRatingText,Km,TransmissionTypeText,Seats,DriveTypeText,City,Ccm,FirstRegMonth,FirstRegYear,FuelTypeText,Co2EmissionText,Hp,Doors,BodyTypeText,ConditionTypeText,color,transmissionType,make,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
423.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",anthrazit,G,33400,Automat,2,Hinterradantrieb,Zuzwil,5439,5,2002,Benzin,340 g/km,476,2,,Cabriolet,green met.,automatic,Mercedes-benz,14.2,l/100km
594.0,E 63 AMG,MERCEDES-BENZ E 63 AMG,E 63 AMG,E 63 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,G,34500,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,6209,6,2009,Benzin,295 g/km,525,4,,Limousine,black,automatic,Mercedes-benz,12.6,l/100km
691.0,Viper RT/10,CHRYSLER Viper RT/10,VIPER,Viper RT/10,"\"Ab MFK\"",grau,null,20000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,7986,4,1996,Benzin,null,364,2,,Cabriolet,black met.,manual,Chrysler,null,
1061.0,M3 CSL,BMW M3 CSL,M3,M3 CSL,"\"Ab MFK\"",null,G,35000,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,3246,11,2003,Benzin,287 g/km,360,2,,Coupé,silver met.,automatic,Bmw,11.9,l/100km
199.0,S 500,MERCEDES-BENZ S 500,S 500,S 500,"\"Ab MFK\"",null,G,128000,Automat sequentiell,5,Hinterradantrieb,Zuzwil,5461,11,2005,Benzin,286 g/km,388,4,,Limousine,bordeaux met.,null,Mercedes-benz,12.2,l/100km
339.0,null,DODGE VIPER,VIPER,VIPER,"\"Ab MFK\"",grau,null,37900,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,7986,4,1994,Benzin,null,364,2,,Cabriolet,gray met.,manual,Dodge,null,
578.0,Arnage Red Label,BENTLEY Arnage Red Label,ARNAGE,Arnage Red Label,"\"Ab MFK\"",braun,G,111600,Automat,5,Hinterradantrieb,Zuzwil,6761,2,2000,Benzin,456 g/km,405,4,,Limousine,black,automatic,Bentley,19.2,l/100km
88.0,RS 2600,FORD CAPRI RS 2600,CAPRI,CAPRI RS 2600,null,schwarz,null,64600,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2632,5,1971,Benzin,null,150,3,,Coupé,blue met.,manual,Ford,null,
907.0,CL 55 AMG,MERCEDES-BENZ CL 55 AMG,CL 55 AMG,CL 55 AMG,"\"Ab MFK\"",schwarz,G,48300,Automat,4,Hinterradantrieb,Zuzwil,5439,11,2002,Benzin,317 g/km,500,2,,Coupé,silver met.,automatic,Mercedes-benz,13.2,l/100km
275.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,null,schwarz,null,88100,Schaltgetriebe manuell,2,Allrad,Zuzwil,3600,5,1996,Benzin,null,408,2,,Coupé,gray met.,manual,Porsche,15.7,l/100km
285.0,Virage,ASTON MARTIN Virage,Virage,Virage,"\"Ab MFK\"",grün,null,68800,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,5338,4,1991,Benzin,null,310,2,,Coupé,gray met.,null,Aston martin,null,
396.0,2400 Coupé,FIAT Dino 2400 Coupé,Dino,Dino 2400 Coupé,"\"Ab MFK\"",mehrfarbig,null,131000,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2418,10,1972,Benzin,null,180,2,,Coupé,green met.,manual,Fiat,null,
643.0,330Ci,BMW 330Ci,330,330Ci,"\"Ab MFK\"",grau,G,79500,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,2979,3,2001,Benzin,218 g/km,231,2,,Coupé,black met.,manual,Bmw,9.1,l/100km
89.0,S-Type 4.0 V8,JAGUAR S-Type 4.0 V8,S-TYPE,S-Type 4.0 V8,"\"Ab MFK\"",beige,G,69200,Automat,5,Hinterradantrieb,Zuzwil,3996,5,1999,Benzin,299 g/km,276,4,,Limousine,blue met.,automatic,Jaguar,12.5,l/100km
1063.0,6.7 BRABUS,MERCEDES-BENZ 6.7 BRABUS,,6.7 BRABUS,"\"Ab MFK\"",schwarz,null,75300,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,6700,2,2000,Benzin,null,450,2,,Coupé,silver met.,null,Mercedes-benz,null,
141.0,C 230 Elégance,MERCEDES-BENZ C 230 Elégance,C 230,C 230 Elégance,"\"Ab MFK\"",beige,null,123400,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,2295,2,1997,Benzin,223 g/km,150,4,,Limousine,blue met.,null,Mercedes-benz,9.4,l/100km
282.0,Spyder GT,MASERATI Spyder GT,SPYDER GT,Spyder GT,"\"Ab MFK\"",schwarz,null,50300,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,4244,6,2003,Benzin,400 g/km,390,2,,Cabriolet,gray met.,null,Maserati,17.5,l/100km
424.0,Alfasud 1.5 ti,ALFA ROMEO Alfasud 1.5 ti,ALFASUD,Alfasud 1.5 ti,"\"Ab MFK\"",mehrfarbig,null,81900,Schaltgetriebe manuell,5,Vorderradantrieb,Zuzwil,1490,8,1981,Benzin,null,95,3,,Limousine,green met.,manual,Alfa romeo,null,
441.0,Turbo R,BENTLEY Turbo R,TURBO,Turbo R,"\"Ab MFK\"",null,null,60100,Automat,5,Hinterradantrieb,Zuzwil,6749,5,1990,Benzin,null,320,4,,Limousine,red,automatic,Bentley,null,
755.0,Racing / Sport,FIAT 131 Racing / Sport,131,131 Racing / Sport,null,schwarz,null,80000,Schaltgetriebe,2,null,Zuzwil,1995,5,1980,Benzin,null,115,3,,Limousine,black met.,manual,Fiat,null,
341.0,A8 4.2 quattro,AUDI A8 4.2 quattro,A8,A8 4.2 quattro,"\"Ab MFK\"",schwarz,null,66300,Automat sequentiell,5,Allrad,Zuzwil,4172,1,1997,Benzin,null,300,4,,Limousine,gray met.,null,Audi,13.2,l/100km
480.0,II,ROLLS-ROYCE Silver Shadow II,Silver Shadow,Silver Shadow II,"\"Ab MFK\"",mehrfarbig,null,30900,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,3744,6,1978,Benzin,null,196,4,,Limousine,red,null,Rolls-royce,null,
566.0,S 55 AMG,MERCEDES-BENZ S 55 AMG,S 55 AMG,S 55 AMG,"\"Ab MFK\"",schwarz,G,121900,Automat,5,Hinterradantrieb,Zuzwil,5439,3,2003,Benzin,317 g/km,500,4,,Limousine,black,automatic,Mercedes-benz,13.2,l/100km
720.0,1600 SC,RENAULT Alpine A110 1600 SC,Alpine A110,Alpine A110 1600 SC,"\"Ab MFK\"",schwarz,null,40700,Schaltgetriebe,2,null,Zuzwil,1605,8,1973,Benzin,null,140,2,,Coupé,black met.,manual,Renault,null,
178.0,575M,FERRARI 575M,575M,575M,"\"Ab MFK\"",bordeaux,G,51200,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5748,7,2002,Benzin,499 g/km,517,2,,Coupé,blue met.,null,Ferrari,21.8,l/100km
367.0,S 250 CDI BlueEff SS,MERCEDES-BENZ S 250 CDI BlueEff SS,S 250,S 250 CDI BlueEff SS,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,C,43000,Automat sequentiell,5,Hinterradantrieb,Zuzwil,2143,9,2011,Diesel,146 g/km,204,4,,Limousine,gray met.,null,Mercedes-benz,5.5,l/100km
435.0,9-3 2.0i-16 T SE,SAAB 9-3 2.0i-16 T SE,9-3,9-3 2.0i-16 T SE,"\"Ab MFK\"",schwarz,G,138000,Schaltgetriebe manuell,4,Vorderradantrieb,Zuzwil,1985,5,2003,Benzin,210 g/km,185,2,,Cabriolet,green met.,manual,Saab,8.8,l/100km
530.0,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,MURCIÉLAGO,Murciélago LP640-4 Cpé,"\"Ab MFK\"",schwarz,G,7890,Schaltgetriebe manuell,2,Allrad,Porrentruy,6496,4,2011,Benzin,495 g/km,641,2,,Coupé,black,manual,Lamborghini,21.3,l/100km
54.0,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,null,schwarz,G,49900,Automat,5,Allrad,Zuzwil,4197,6,2006,Benzin,374 g/km,390,5,,SUV / Geländewagen,blue,automatic,Land rover,15.9,l/100km
8.0,DB9 Volante,ASTON MARTIN DB9 Volante,DB9,DB9 Volante,"\"Ab MFK\"",schwarz,G,31800,Automat sequentiell,4,Hinterradantrieb,Zuzwil,5935,11,2005,Benzin,394 g/km,457,2,,Cabriolet,anthrazit met.,null,Aston martin,16.5,l/100km
156.0,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,911,911 Carrera Cabrio,"\"Ab MFK\"",schwarz,null,34400,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3387,1,1999,Benzin,295 g/km,300,2,,Cabriolet,blue met.,manual,Porsche,12.0,l/100km
166.0,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,SLK 230,SLK 230 Kompressor,"\"Ab MFK\"",mehrfarbig,null,166550,Automat,2,Hinterradantrieb,Zuzwil,2295,7,1998,Benzin,225 g/km,193,2,,Cabriolet,blue met.,automatic,Mercedes-benz,9.5,l/100km
181.0,1600 GT,TOYOTA CELICA 1600 GT,CELICA,CELICA 1600 GT,"\"Ab MFK\"",mehrfarbig,null,53100,Schaltgetriebe manuell,5,Hinterradantrieb,Zuzwil,1570,8,1971,Benzin,null,107,2,,Coupé,blue met.,manual,Toyota,null,
280.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\"",schwarz,G,59900,Automat sequentiell,5,Allrad,Zuzwil,4991,3,2009,Benzin,333 g/km,580,5,,Kombi,gray met.,null,Audi,14.0,l/100km
535.0,330Ci,BMW 330Ci,330,330Ci,"\"Ab MFK\"",schwarz,G,65300,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,2979,5,2001,Benzin,237 g/km,231,2,,Cabriolet,black,manual,Bmw,9.9,l/100km
1064.0,911 Carrera 4,PORSCHE 911 Carrera 4,911,911 Carrera 4,"\"Ab MFK\"",schwarz,G,38200,Schaltgetriebe manuell,4,Allrad,Zuzwil,3387,11,2000,Benzin,295 g/km,300,2,,Coupé,silver met.,manual,Porsche,12.0,l/100km
1146.0,S 600,MERCEDES-BENZ S 600,S 600,S 600,"\"Ab MFK\"",null,null,26800,Automat,4,Hinterradantrieb,Zuzwil,5984,8,1993,Benzin,null,394,2,,Coupé,white met.,automatic,Mercedes-benz,null,
186.0,A8  6.0 quattro,AUDI A8  6.0 quattro,A8,A8  6.0 quattro,"\"Ab MFK\"",schwarz,G,49000,Automat sequentiell,5,Allrad,Zuzwil,5998,7,2004,Benzin,334 g/km,450,4,,Limousine,blue met.,null,Audi,13.9,l/100km
395.0,GS 450h,LEXUS GS 450h,GS,GS 450h,"\"Ab MFK\"",schwarz,F,34000,Automat stufenlos,5,Hinterradantrieb,Zuzwil,3456,7,2006,Benzin/Elektro,186 g/km,296,4,,Limousine,green met.,null,Lexus,7.9,l/100km
505.0,A4 Avant 2.8 q.Ambition,AUDI A4 Avant 2.8 q.Ambition,A4,A4 Avant 2.8 q.Ambition,"\"Ab MFK\"",schwarz,null,196300,Automatik-Getriebe,5,Allrad,Zuzwil,2771,4,1998,Benzin,null,193,5,,Kombi,red met,null,Audi,10.4,l/100km
522.0,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,Grand Cherokee,Grand Cherokee 5.2 Ltd.,"\"Ab MFK\"",beige,null,133500,Automat,5,Allrad,Zuzwil,5213,2,1995,Benzin,null,212,5,,SUV / Geländewagen,black,automatic,Jeep,null,
947.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,127800,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,6,2000,Benzin,309 g/km,420,2,,Coupé,silver met.,manual,Porsche,12.9,l/100km
1065.0,TT Roadster 1.8 T,AUDI TT Roadster 1.8 T,TT,TT Roadster 1.8 T,"\"Ab MFK\"",schwarz,G,49900,Schaltgetriebe manuell,2,Vorderradantrieb,Zuzwil,1781,3,2005,Benzin,199 g/km,180,2,,Cabriolet,silver met.,manual,Audi,8.3,l/100km
160.0,Boxster S 3.2,PORSCHE Boxster S 3.2,BOXSTER,Boxster S 3.2,"\"Ab MFK\"",rot,G,43400,Automat,2,Hinterradantrieb,Zuzwil,3179,4,2000,Benzin,281 g/km,252,2,,Cabriolet,blue met.,automatic,Porsche,11.3,l/100km
326.0,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,S 65 AMG,S 65 AMG L,"\"Ab MFK\"",schwarz,G,39800,Automat sequentiell,5,Hinterradantrieb,Zuzwil,5981,3,2006,Benzin,355 g/km,612,4,,Limousine,gray met.,null,Mercedes-benz,14.8,l/100km
457.0,911 Carrera,PORSCHE 911 Carrera,911,911 Carrera,"\"Ab MFK\"",anthrazit,G,58200,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3387,1,1998,Benzin,295 g/km,300,2,,Coupé,red,manual,Porsche,12.0,l/100km
681.0,RS4 Avant quattro,AUDI RS4 Avant quattro,RS4,RS4 Avant quattro,"\"Ab MFK\"",schwarz,G,72600,Schaltgetriebe manuell,5,Allrad,Zuzwil,2671,2,2001,Benzin,288 g/km,380,5,,Kombi,black met.,manual,Audi,12.0,l/100km
825.0,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,RANGE ROVER,Range Rover 4.6 HSE,"\"Ab MFK\"",grau,null,87000,Automat,5,Allrad,Zuzwil,4554,11,1994,Benzin,414 g/km,226,5,,SUV / Geländewagen,black met.,automatic,Land rover,16.2,l/100km
844.0,S8 4.2 quattro,AUDI S8 4.2 quattro,S8,S8 4.2 quattro,"\"Ab MFK\"",schwarz,null,57000,Automatik-Getriebe,5,Allrad,Zuzwil,4172,1,1998,Benzin,343 g/km,340,4,,Limousine,silver,null,Audi,14.3,l/100km
408.0,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,CLK 55 AMG,CLK 55 AMG Avantgarde,"\"Ab MFK\"",grau,G,23700,Automat,4,Hinterradantrieb,Zuzwil,5439,12,2003,Benzin,295 g/km,367,2,,Cabriolet,green met.,automatic,Mercedes-benz,12.3,l/100km
619.0,911 GT2,PORSCHE 911 GT2,911,911 GT2,"\"Ab MFK\"",schwarz,G,54100,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3600,3,2004,Benzin,309 g/km,591,2,,Coupé,black met.,manual,Porsche,12.9,l/100km
726.0,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,911,911 Turbo Cabrio,"\"Ab MFK\"",braun,G,35500,Schaltgetriebe manuell,2,Allrad,Zuzwil,3600,4,2008,Benzin,309 g/km,480,2,,Cabriolet,black met.,manual,Porsche,12.9,l/100km
998.0,612,FERRARI 612,612,612,"\"Ab MFK\"",beige,G,42200,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,5748,10,2004,Benzin,475 g/km,540,2,,Coupé,silver met.,null,Ferrari,20.7,l/100km
130.0,Roadster,MG Roadster,,Roadster,"\"Ab MFK\"",schwarz,null,37000,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,1489,1,1957,Benzin,null,68,2,,Coupé,blue met.,manual,Mg,null,
317.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",rot,G,6000,Automat,2,Hinterradantrieb,Zuzwil,5439,6,2002,Benzin,340 g/km,476,2,,Cabriolet,gray met.,automatic,Mercedes-benz,14.2,l/100km
357.0,740i,BMW 740i,740,740i,"\"Ab MFK\"",blau,null,65400,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,3980,7,1995,Benzin,null,286,4,,Limousine,gray met.,null,Bmw,null,
468.0,Starion 2000 Turbo,MITSUBISHI Starion 2000 Turbo,STARION,Starion 2000 Turbo,"\"Ab MFK\"",grau,null,114800,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,1997,4,1983,Benzin,null,170,2,,Coupé,red,manual,Mitsubishi,null,
756.0,911 Carrera 4S Cabrio,PORSCHE 911 Carrera 4S Cabrio,911,911 Carrera 4S Cabrio,"\"Ab MFK\"",schwarz,G,30600,Schaltgetriebe manuell,2,Allrad,Zuzwil,3824,5,2006,Benzin,285 g/km,355,2,,Cabriolet,black met.,manual,Porsche,11.8,l/100km
760.0,F360 Challenge stradale,FERRARI F360 Challenge stradale,F360,F360 Challenge stradale,"\"Ab MFK\"",schwarz,G,27650,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3586,3,2004,Benzin,440 g/km,415,2,,Coupé,black met.,automatic,Ferrari,19.1,l/100km
763.0,E21,BMW 323 E21,323,323 E21,"\"Ab MFK\"",null,null,64700,null,5,null,Zuzwil,2315,9,1982,Benzin,null,143,2,,Coupé,black met.,null,Bmw,9.0,l/100km
899.0,Biturbo Spyder E,MASERATI Biturbo Spyder E,BITURBO,Biturbo Spyder E,null,beige,null,39500,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,2788,3,1995,Benzin,null,225,2,,Cabriolet,silver met.,manual,Maserati,null,
98.0,E 230 Elégance,MERCEDES-BENZ E 230 Elégance,E 230,E 230 Elégance,"\"Ab MFK\"",beige,null,126000,Automat,5,Hinterradantrieb,Zuzwil,2295,5,1997,Benzin,237 g/km,150,5,,Kombi,blue met.,automatic,Mercedes-benz,10.0,l/100km
1111.0,CL 600,MERCEDES-BENZ CL 600,CL 600,CL 600,"\"Ab MFK\"",grau,G,73400,Automat,4,Hinterradantrieb,Zuzwil,5786,1,2001,Benzin,333 g/km,367,2,,Coupé,white,automatic,Mercedes-benz,13.9,l/100km
690.0,S3 quattro,AUDI S3 quattro,S3,S3 quattro,"\"Ab MFK\"",anthrazit,G,316200,Schaltgetriebe manuell,5,Allrad,Zuzwil,1781,3,2002,Benzin,226 g/km,225,3,,Limousine,black met.,manual,Audi,9.4,l/100km
733.0,SRT-10,DODGE Ram SRT-10,Ram,Ram SRT-10,"\"Ab MFK\"",anthrazit,null,41000,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,8300,3,2006,Benzin,null,505,4,,Pick-up,black met.,null,Dodge,null,
743.0,Murciélago LP670-4 SV Cpé,LAMBORGHINI Murciélago LP670-4 SV Cpé,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,"\"Ab MFK\"",anthrazit,G,9500,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,6496,7,2009,Benzin,480 g/km,670,2,,Coupé,black met.,automatic,Lamborghini,20.6,l/100km
76.0,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,911,911 Carrera Cabrio,"\"Ab MFK\"",grau,null,78000,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3600,1,1996,Benzin,null,285,2,,Cabriolet,blue,manual,Porsche,11.9,l/100km
140.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\"",silber,G,49800,Automat sequentiell,5,Allrad,Zuzwil,4991,10,2008,Benzin,333 g/km,580,5,,Kombi,blue met.,null,Audi,14.0,l/100km
158.0,B6 4.4 V8 Cabrio,BMW-ALPINA B6 4.4 V8 Cabrio,6 SERIES,B6 4.4 V8 Cabrio,"\"Ab MFK\"",beige,G,66800,Automat,4,Hinterradantrieb,Zuzwil,4398,4,2007,Benzin,306 g/km,500,2,,Cabriolet,blue met.,automatic,Bmw-alpina,12.8,l/100km
163.0,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic,ML 63 AMG,ML 63 AMG 4Matic,"\"Ab MFK\"",schwarz,G,25100,Automat sequentiell,5,Allrad,Zuzwil,5461,1,2013,Benzin,276 g/km,525,5,,SUV / Geländewagen,blue met.,null,Mercedes-benz,11.8,l/100km
204.0,850 Spider,FIAT 850 Spider,,850 Spider,null,schwarz,null,9999,Schaltgetriebe,0,Hinterradantrieb,Zuzwil,843,8,1970,Benzin,null,49,2,,Coupé,bordeaux met.,manual,Fiat,null,
354.0,CL 500,MERCEDES-BENZ CL 500,CL 500,CL 500,"\"Ab MFK\"",schwarz,G,55900,Automat,4,Hinterradantrieb,Zuzwil,4966,11,2001,Benzin,320 g/km,306,2,,Coupé,gray met.,automatic,Mercedes-benz,13.4,l/100km
504.0,XKR S/C Convertible,JAGUAR XKR S/C Convertible,XK,XKR S/C Convertible,"\"Ab MFK\"",mehrfarbig,G,77600,Automat,4,Hinterradantrieb,Zuzwil,3996,4,2002,Benzin,305 g/km,363,2,,Cabriolet,red met,automatic,Jaguar,12.7,l/100km
808.0,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,458,458 Italia 4.5 V8,"\"Ab MFK\"",rot,G,680,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,4497,10,2010,Benzin,275 g/km,566,2,,Coupé,black met.,automatic,Ferrari,11.8,l/100km
1005.0,3.5 V8 Cabrio,MERCEDES-BENZ 280 3.5 V8 Cabrio,280,280 3.5 V8 Cabrio,null,beige,null,500,null,4,null,Sursee,3499,2,1971,Benzin,null,200,2,,Cabriolet,silver met.,null,Mercedes-benz,null,
1136.0,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,"\"Ab MFK\"",beige,G,37500,Automat sequentiell,4,Hinterradantrieb,Zuzwil,6209,8,2010,Benzin,345 g/km,515,4,,Limousine,white,null,Mercedes-benz,14.5,l/100km
159.0,540i,BMW 540i,540,540i,"\"Ab MFK\"",grau,G,78700,Automat,5,Hinterradantrieb,Zuzwil,4398,11,1998,Benzin,298 g/km,286,4,,Limousine,blue met.,automatic,Bmw,12.5,l/100km
262.0,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,E 55 AMG,E 55 AMG Avantgarde,"\"Ab MFK\"",schwarz,null,47400,Automat,5,Hinterradantrieb,Zuzwil,5439,3,1998,Benzin,301 g/km,354,4,,Limousine,gray,automatic,Mercedes-benz,12.6,l/100km
358.0,1602,BMW 1602,,1602,"\"Ab MFK\"",blau,null,104650,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,1573,2,1975,Benzin,null,86,2,,Limousine,gray met.,manual,Bmw,null,
365.0,Cayenne S,PORSCHE Cayenne S,CAYENNE,Cayenne S,"\"Ab MFK\"",grau,null,59900,Automatik-Getriebe,5,Allrad,Zuzwil,4511,3,2003,Benzin,380 g/km,340,5,,SUV / Geländewagen,gray met.,null,Porsche,15.8,l/100km
487.0,Rennwagen,RENAULT CLIO Rennwagen,CLIO,CLIO Rennwagen,null,null,null,99,Schaltgetriebe,0,Vorderradantrieb,Zuzwil,0,2,2000,null,null,0,0,,Limousine,red,manual,Renault,null,
491.0,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,SL 65 AMG,SL 65 AMG BLACK SERIES,"\"Ab MFK\"",schwarz,null,43000,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5980,4,2012,Benzin,null,730,2,,Coupé,red,null,Mercedes-benz,null,
614.0,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,PHAETON,Phaeton 6.0 W12 4Motion,"\"Ab MFK\"",blau,G,50400,Automat sequentiell,4,Allrad,Zuzwil,5998,10,2002,Benzin,374 g/km,420,4,,Limousine,black met.,null,Vw,15.6,l/100km
635.0,323Ci,BMW 323Ci,323,323Ci,"\"Ab MFK\"",schwarz,null,228000,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,2494,6,2000,Benzin,232 g/km,170,2,,Cabriolet,black met.,null,Bmw,9.7,l/100km
851.0,CL 600,MERCEDES-BENZ CL 600,CL 600,CL 600,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,G,75400,Automat,4,Hinterradantrieb,Zuzwil,5786,2,2000,Benzin,321 g/km,367,2,,Coupé,silver,automatic,Mercedes-benz,13.4,l/100km
908.0,S 320,MERCEDES-BENZ S 320,S 320,S 320,"\"Ab MFK\"",schwarz,G,69100,Automat,5,Hinterradantrieb,Zuzwil,3199,3,2002,Benzin,276 g/km,224,4,,Limousine,silver met.,automatic,Mercedes-benz,11.5,l/100km
250.0,F355 GTS,FERRARI F355 GTS,F355,F355 GTS,"\"Ab MFK\"",beige,null,41000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,3496,10,1997,Benzin,395 g/km,380,2,,Cabriolet,gray,manual,Ferrari,16.9,l/100km
494.0,A8 4.2 quattro,AUDI A8 4.2 quattro,A8,A8 4.2 quattro,"\"Ab MFK\"",schwarz,null,69900,Automat,5,Allrad,Zuzwil,4172,1,1999,Benzin,322 g/km,300,4,,Limousine,red,automatic,Audi,13.5,l/100km
751.0,Arnage T,BENTLEY Arnage T,ARNAGE,Arnage T,"\"Ab MFK\"",mehrfarbig,G,36000,Automat,5,Hinterradantrieb,Zuzwil,6761,6,2002,Benzin,495 g/km,457,4,,Limousine,black met.,automatic,Bentley,20.6,l/100km
786.0,CSL,BMW 3.0 CSL,3.0,3.0 CSL,"\"Ab MFK\"",schwarz,null,129800,null,0,null,Zuzwil,3003,1,1973,Benzin,null,200,2,,Limousine,black met.,null,Bmw,null,
479.0,CL 600,MERCEDES-BENZ CL 600,CL 600,CL 600,"\"Ab MFK\"",null,null,36600,Automat,4,Hinterradantrieb,Zuzwil,5987,1,1996,Benzin,400 g/km,394,2,,Coupé,red,automatic,Mercedes-benz,16.9,l/100km
804.0,S 320,MERCEDES-BENZ S 320,S 320,S 320,"\"Ab MFK\"",grau,null,58000,Automat,5,Hinterradantrieb,Zuzwil,3199,8,1997,Benzin,305 g/km,231,4,,Limousine,black met.,automatic,Mercedes-benz,13.4,l/100km
872.0,M6,BMW M6,M6,M6,"\"Ab MFK\"",schwarz,G,8500,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,4999,7,2005,Benzin,357 g/km,507,2,,Coupé,silver met.,automatic,Bmw,14.8,l/100km
975.0,F355 Berlinetta,FERRARI F355 Berlinetta,F355,F355 Berlinetta,"\"Ab MFK\"",beige,null,53600,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,3496,7,1999,Benzin,null,380,2,,Coupé,silver met.,null,Ferrari,20.8,l/100km
978.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,null,127850,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,4,1995,Benzin,376 g/km,408,2,,Coupé,silver met.,manual,Porsche,15.7,l/100km
276.0,1600 SX,RENAULT Alpine A110 1600 SX,Alpine A110,Alpine A110 1600 SX,"\"Ab MFK\"",null,null,41400,Schaltgetriebe,2,null,Zuzwil,1635,6,1977,Benzin,null,120,2,,Coupé,gray met.,manual,Renault,null,
398.0,SL 500,MERCEDES-BENZ SL 500,SL 500,SL 500,"\"Ab MFK\"",schwarz,G,16300,Automat,0,Hinterradantrieb,Zuzwil,4966,4,1999,Benzin,300 g/km,306,2,,Cabriolet,green met.,automatic,Mercedes-benz,12.7,l/100km
