id,TypeName,TypeNameFull,ModelText,ModelTypeText,Properties,InteriorColorText,ConsumptionRatingText,Km,TransmissionTypeText,Seats,DriveTypeText,City,Ccm,FirstRegMonth,FirstRegYear,FuelTypeText,Co2EmissionText,Hp,Doors,BodyTypeText,ConditionTypeText,color,transmissionType,make,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
298.0,F550 Maranello,FERRARI F550 Maranello,F550,F550 Maranello,"\"Ab MFK\"",schwarz,null,62000,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,5474,5,1997,Benzin,530 g/km,485,2,,Coupé,gray met.,manual,Ferrari,22.9,l/100km
78.0,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,SL 63 AMG,SL 63 AMG,"\"Ab MFK\"",schwarz,G,19999,Automat sequentiell,2,Hinterradantrieb,Zuzwil,6209,3,2012,Benzin,328 g/km,525,2,,Cabriolet,blue,null,Mercedes-benz,14.1,l/100km
953.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",anthrazit,G,21400,Automat,2,Hinterradantrieb,Zuzwil,5439,4,2004,Benzin,324 g/km,500,2,,Cabriolet,silver met.,automatic,Mercedes-benz,13.5,l/100km
1012.0,Diablo 5.7 VT,LAMBORGHINI Diablo 5.7 VT,DIABLO,Diablo 5.7 VT,"\"Ab MFK\"",schwarz,null,14990,Schaltgetriebe manuell,2,Allrad,Zuzwil,5707,8,1993,Benzin,null,492,2,,Coupé,silver met.,manual,Lamborghini,null,
1103.0,null,DE TOMASO PANTERA,PANTERA,PANTERA,null,schwarz,null,68100,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,5752,9,1974,Benzin,null,0,0,,Limousine,white,manual,De tomaso,null,
404.0,NOVITEC,FERRARI 575M NOVITEC,575M,575M NOVITEC,"\"Ab MFK\"",schwarz,null,14500,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5748,6,2003,Benzin,null,517,2,,Coupé,green met.,null,Ferrari,null,
583.0,RS 2600,FORD CAPRI RS 2600,CAPRI,CAPRI RS 2600,null,schwarz,null,36100,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2632,3,1973,Benzin,null,150,3,,Coupé,black,manual,Ford,null,
993.0,A6 2.4,AUDI A6 2.4,A6,A6 2.4,"\"Ab MFK\"",beige,G,67700,Automat stufenlos,5,Vorderradantrieb,Zuzwil,2392,7,2002,Benzin,233 g/km,170,4,,Limousine,silver met.,null,Audi,9.7,l/100km
1019.0,GT MF5,WIESMANN GT MF5,COUPE,GT MF5,"\"Ab MFK\"",schwarz,G,34600,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,4999,7,2008,Benzin,null,507,2,,Coupé,silver met.,automatic,Wiesmann,14.1,l/100km
1112.0,Red Label,BENTLEY ARNAGE Red Label,ARNAGE,ARNAGE Red Label,"\"Ab MFK\"",beige,null,85700,Automatik-Getriebe,5,Hinterradantrieb,Zuzwil,6750,10,2000,Benzin,null,405,4,,Limousine,white,null,Bentley,null,
125.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\", \"Direkt-/Parallelimport\"",mehrfarbig,G,114200,Automat,5,Allrad,Zuzwil,4991,7,2008,Benzin,333 g/km,580,5,,Kombi,blue met.,automatic,Audi,14.0,l/100km
378.0,456M GTA,FERRARI 456M GTA,456,456M GTA,"\"Ab MFK\"",blau,G,92000,Automat,4,Hinterradantrieb,Zuzwil,5474,8,1999,Benzin,520 g/km,442,2,,Coupé,green,automatic,Ferrari,22.3,l/100km
461.0,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,911,911 Turbo S Cabrio,"\"Ab MFK\"",braun,G,9900,Automatisiertes Schaltgetriebe,4,Allrad,Zuzwil,3800,4,2014,Benzin,231 g/km,560,2,,Cabriolet,red,automatic,Porsche,9.9,l/100km
652.0,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,911,911 Carrera Cabrio,"\"Ab MFK\"",mehrfarbig,null,137700,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3163,12,1984,Benzin,null,231,2,,Cabriolet,black met.,manual,Porsche,null,
72.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,62900,Schaltgetriebe manuell,4,Allrad,Zuzwil,3600,11,2001,Benzin,309 g/km,420,2,,Coupé,blue,manual,Porsche,12.9,l/100km
724.0,740i,BMW 740i,740,740i,"\"Ab MFK\"",schwarz,null,65000,Automat,5,Hinterradantrieb,Zuzwil,4398,12,1996,Benzin,329 g/km,286,4,,Limousine,black met.,automatic,Bmw,13.8,l/100km
900.0,CLK 320 Sport,MERCEDES-BENZ CLK 320 Sport,CLK 320,CLK 320 Sport,"\"Ab MFK\"",blau,G,61000,Automat,4,Hinterradantrieb,Zuzwil,3199,6,1998,Benzin,242 g/km,218,2,,Coupé,silver met.,automatic,Mercedes-benz,10.1,l/100km
974.0,Arnage T,BENTLEY Arnage T,ARNAGE,Arnage T,"\"Ab MFK\"",schwarz,G,57000,Automat,5,Hinterradantrieb,Zuzwil,6761,12,2003,Benzin,null,457,4,,Limousine,silver met.,automatic,Bentley,null,
1027.0,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,CLK 55 AMG,CLK 55 AMG Avantgarde,"\"Ab MFK\"",schwarz,G,79500,Automat,4,Hinterradantrieb,Zuzwil,5439,6,2000,Benzin,281 g/km,347,2,,Coupé,silver met.,automatic,Mercedes-benz,11.7,l/100km
383.0,Z4 2.5i Roadster,BMW Z4 2.5i Roadster,Z4,Z4 2.5i Roadster,"\"Ab MFK\"",schwarz,G,103600,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,2494,3,2003,Benzin,216 g/km,192,2,,Cabriolet,green,manual,Bmw,8.9,l/100km
59.0,750i,BMW 750i,750,750i,"\"Ab MFK\"",grau,null,60700,Automat sequentiell,5,Hinterradantrieb,Zuzwil,5379,3,1998,Benzin,327 g/km,327,4,,Limousine,blue,null,Bmw,14.2,l/100km
794.0,Sunbeam Lotus,TALBOT Sunbeam Lotus,,Sunbeam Lotus,"\"Ab MFK\"",grau,null,40100,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2171,3,1982,Benzin,null,150,4,,Coupé,black met.,manual,Talbot,null,
1021.0,1300S,RENAULT Alpine A110 1300S,Alpine A110,Alpine A110 1300S,"\"Ab MFK\"",schwarz,null,9999,Schaltgetriebe,0,Hinterradantrieb,Zuzwil,1296,9,1969,Benzin,null,0,2,,Coupé,silver met.,manual,Renault,null,
1092.0,A8 4.2 quattro,AUDI A8 4.2 quattro,A8,A8 4.2 quattro,null,schwarz,null,94700,Automat,5,Allrad,Zuzwil,4172,3,1997,Benzin,322 g/km,300,4,,Limousine,white,automatic,Audi,13.5,l/100km
137.0,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,"\"Ab MFK\"",schwarz,G,31400,Automat sequentiell,4,Hinterradantrieb,Zuzwil,5461,5,2011,Benzin,231 g/km,525,4,,Limousine,blue met.,null,Mercedes-benz,9.9,l/100km
220.0,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,911,911 Turbo S Cabrio PDK,"\"Ab MFK\"",schwarz,G,28000,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,3800,4,2011,Benzin,270 g/km,530,2,,Cabriolet,yellow,automatic,Porsche,11.5,l/100km
254.0,null,CHEVROLET CORVETTE,CORVETTE,CORVETTE,"\"Ab MFK\"",rot,null,27700,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5730,1,1981,Benzin,null,0,2,,Coupé,gray,null,Chevrolet,null,
389.0,S 500 L,MERCEDES-BENZ S 500 L,S 500,S 500 L,"\"Ab MFK\"",schwarz,G,19900,Automat sequentiell,5,Hinterradantrieb,Porrentruy,4663,9,2011,Benzin,231 g/km,520,4,,Limousine,green met.,null,Mercedes-benz,9.9,l/100km
1073.0,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,R5,R5 1400 Alpine Turbo,"\"Ab MFK\"",beige,null,77900,Schaltgetriebe manuell,4,Vorderradantrieb,Zuzwil,1397,3,1982,Benzin,null,108,3,,Kleinwagen,violet met.,manual,Renault,null,
110.0,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\", \"Tuning\"",schwarz,G,81000,Automat,5,Allrad,Zuzwil,4172,10,2002,Benzin,350 g/km,450,5,,Kombi,blue met.,automatic,Audi,14.6,l/100km
149.0,F430 Spider,FERRARI F430 Spider,F430,F430 Spider,"\"Ab MFK\"",rot,G,53500,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Porrentruy,4308,6,2007,Benzin,420 g/km,486,2,,Cabriolet,blue met.,automatic,Ferrari,18.3,l/100km
17.0,Range Rover 4.4TD Vogue,LAND ROVER Range Rover 4.4TD Vogue,RANGE ROVER,Range Rover 4.4TD Vogue,"\"Ab MFK\", \"Direkt-/Parallelimport\"",beige,G,63200,Automat sequentiell,5,Allrad,Zuzwil,4367,1,2012,Diesel,253 g/km,312,5,,SUV / Geländewagen,anthrazit met.,null,Land rover,9.4,l/100km
314.0,New Beetle Cup,VW BEETLE New Beetle Cup,BEETLE,BEETLE New Beetle Cup,"\"Rennwagen\"",null,null,1,Schaltgetriebe,2,Vorderradantrieb,Zuzwil,2792,9,2000,Benzin,null,204,2,,Limousine,gray met.,manual,Vw,null,
436.0,Quattroporte 4.2 Exec. GT,MASERATI Quattroporte 4.2 Exec. GT,QUATTROPORTE,Quattroporte 4.2 Exec. GT,"\"Ab MFK\"",beige,G,33600,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4244,3,2006,Benzin,370 g/km,400,4,,Limousine,orange,automatic,Maserati,15.8,l/100km
742.0,GranTurismo S,MASERATI GranTurismo S,GRANTURISMO,GranTurismo S,"\"Ab MFK\"",schwarz,G,45000,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,4691,7,2009,Benzin,385 g/km,440,2,,Coupé,black met.,automatic,Maserati,16.4,l/100km
875.0,X1 xDrive 25d Sport Line,BMW X1 xDrive 25d Sport Line,X1,X1 xDrive 25d Sport Line,"\"Ab MFK\"",rot,C,39200,Automat sequentiell,5,Allrad,Zuzwil,1995,9,2012,Diesel,145 g/km,218,5,,SUV / Geländewagen,silver met.,null,Bmw,5.5,l/100km
921.0,M3 CSL,BMW M3 CSL,M3,M3 CSL,"\"Ab MFK\"",null,G,88000,Automatisiertes Schaltgetriebe,4,Hinterradantrieb,Zuzwil,3246,7,2004,Benzin,287 g/km,360,2,,Coupé,silver met.,automatic,Bmw,11.9,l/100km
956.0,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,F360,F360 Modena Berlinetta,"\"Ab MFK\"",schwarz,G,25000,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3586,11,2000,Benzin,440 g/km,400,2,,Coupé,silver met.,automatic,Ferrari,19.3,l/100km
306.0,Phaeton 4.2 V8 4Motion,VW Phaeton 4.2 V8 4Motion,PHAETON,Phaeton 4.2 V8 4Motion,"\"Ab MFK\"",schwarz,G,119000,Automat sequentiell,5,Allrad,Zuzwil,4172,11,2003,Benzin,310 g/km,335,4,,Limousine,gray met.,null,Vw,12.9,l/100km
489.0,GT3 CS,PORSCHE 911 GT3 CS,911,911 GT3 CS,"\"Ab MFK\"",schwarz,null,21100,null,2,null,Zuzwil,3600,1,2001,Benzin,null,370,2,,Coupé,red,null,Porsche,null,
654.0,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,Grand Cherokee,Grand Cherokee 5.2 Ltd.,"\"Ab MFK\"",schwarz,null,61000,Automat,5,Allrad,Zuzwil,5216,6,1997,Benzin,380 g/km,212,5,,SUV / Geländewagen,black met.,automatic,Jeep,16.5,l/100km
656.0,SLC,MERCEDES-BENZ 450 SLC,450,450 SLC,"\"Ab MFK\"",beige,null,110200,null,0,null,Zuzwil,4520,8,1973,null,null,0,0,,Limousine,black met.,null,Mercedes-benz,null,
944.0,F355 Berlinetta,FERRARI F355 Berlinetta,F355,F355 Berlinetta,"\"Ab MFK\"",schwarz,null,29000,Automatisiertes Schaltgetriebe,2,Hinterradantrieb,Zuzwil,3496,5,1999,Benzin,null,380,2,,Coupé,silver met.,automatic,Ferrari,20.8,l/100km
960.0,S 600 L,MERCEDES-BENZ S 600 L,S 600,S 600 L,"\"Ab MFK\"",schwarz,G,128800,Automat,5,Hinterradantrieb,Zuzwil,5513,6,2003,Benzin,355 g/km,500,4,,Limousine,silver met.,automatic,Mercedes-benz,14.8,l/100km
1079.0,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,ML 400,ML 400 CDI,"\"Ab MFK\"",schwarz,G,148300,Automat,5,Allrad,Zuzwil,3996,2,2002,Diesel,288 g/km,250,5,,SUV / Geländewagen,white,automatic,Mercedes-benz,10.9,l/100km
1141.0,SL 320,MERCEDES-BENZ SL 320,SL 320,SL 320,"\"Ab MFK\"",beige,null,70600,Automat,2,Hinterradantrieb,Zuzwil,3199,2,1997,Benzin,317 g/km,231,2,,Cabriolet,white met.,automatic,Mercedes-benz,13.4,l/100km
230.0,Viper RT/10,CHRYSLER Viper RT/10,VIPER,Viper RT/10,"\"Ab MFK\"",grau,null,28600,Schaltgetriebe manuell,2,Hinterradantrieb,Zuzwil,7986,10,1993,Benzin,null,364,2,,Cabriolet,yellow,manual,Chrysler,null,
316.0,S 500 L,MERCEDES-BENZ S 500 L,S 500,S 500 L,"\"Ab MFK\"",schwarz,null,128800,Automat,5,Hinterradantrieb,Zuzwil,4973,6,1998,Benzin,353 g/km,320,4,,Limousine,gray met.,automatic,Mercedes-benz,15.4,l/100km
409.0,E 430 Avantgarde,MERCEDES-BENZ E 430 Avantgarde,E 430,E 430 Avantgarde,"\"Ab MFK\"",beige,null,75000,Automat,5,Hinterradantrieb,Zuzwil,4266,2,1998,Benzin,320 g/km,279,4,,Limousine,green met.,automatic,Mercedes-benz,13.9,l/100km
41.0,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,"\"Ab MFK\"",braun,G,19100,Automat sequentiell,4,Hinterradantrieb,Zuzwil,6209,12,2008,Benzin,345 g/km,515,4,,Limousine,beige met.,null,Mercedes-benz,14.5,l/100km
462.0,E 63 AMG CGI,MERCEDES-BENZ E 63 AMG CGI,E 63 AMG,E 63 AMG CGI,"\"Ab MFK\"",anthrazit,G,20100,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,5461,1,2012,Benzin,230 g/km,557,4,,Limousine,red,automatic,Mercedes-benz,9.8,l/100km
488.0,V6,RENAULT ALPINE V6,ALPINE,ALPINE V6,"\"Ab MFK\"",grau,null,82400,Schaltgetriebe,4,Hinterradantrieb,Zuzwil,2663,11,1982,Benzin,null,150,2,,Coupé,red,manual,Renault,null,
609.0,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,911,911 Carrera Cabrio,"\"Ab MFK\"",grau,null,81900,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3600,8,1996,Benzin,null,285,2,,Cabriolet,black met.,manual,Porsche,11.9,l/100km
611.0,null,LOTUS EUROPA,EUROPA,EUROPA,"\"Ab MFK\"",schwarz,null,62200,Schaltgetriebe,2,Hinterradantrieb,Zuzwil,1470,3,1969,Benzin,null,0,2,,Coupé,black met.,manual,Lotus,null,
639.0,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",null,G,70000,Automat,2,Hinterradantrieb,Zuzwil,5513,4,2003,Benzin,346 g/km,500,2,,Cabriolet,black met.,automatic,Mercedes-benz,14.4,l/100km
924.0,SL 500,MERCEDES-BENZ SL 500,SL 500,SL 500,"\"Ab MFK\"",anthrazit,G,24400,Automat,2,Hinterradantrieb,Zuzwil,4966,6,2002,Benzin,304 g/km,306,2,,Cabriolet,silver met.,automatic,Mercedes-benz,12.7,l/100km
343.0,SL 500,MERCEDES-BENZ SL 500,SL 500,SL 500,"\"Ab MFK\"",blau,null,106000,Automat,2,Hinterradantrieb,Zuzwil,4973,6,1997,Benzin,328 g/km,320,2,,Cabriolet,gray met.,automatic,Mercedes-benz,14.3,l/100km
422.0,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,RANGE ROVER,Range Rover 4.6 HSE,"\"Ab MFK\"",schwarz,null,70000,Automat,5,Allrad,Zuzwil,4554,10,1998,Benzin,398 g/km,218,5,,SUV / Geländewagen,green met.,automatic,Land rover,16.4,l/100km
455.0,Cayenne S,PORSCHE Cayenne S,CAYENNE,Cayenne S,"\"Ab MFK\"",schwarz,G,78400,Automat,5,Allrad,Zuzwil,4806,9,2007,Benzin,329 g/km,385,5,,SUV / Geländewagen,red,automatic,Porsche,13.7,l/100km
554.0,911 Carrera Jubilé 40,PORSCHE 911 Carrera Jubilé 40,911,911 Carrera Jubilé 40,"\"Ab MFK\"",schwarz,G,61400,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3596,3,2004,Benzin,274 g/km,345,2,,Coupé,black,manual,Porsche,11.3,l/100km
692.0,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,SLK 55 AMG,SLK 55 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",schwarz,G,19400,Automat sequentiell,2,Hinterradantrieb,Zuzwil,5461,9,2012,Benzin,195 g/km,422,2,,Cabriolet,black met.,null,Mercedes-benz,8.4,l/100km
728.0,Arnage Red Label,BENTLEY Arnage Red Label,ARNAGE,Arnage Red Label,"\"Ab MFK\"",null,G,21700,Automat,5,Hinterradantrieb,Zuzwil,6761,7,2001,Benzin,456 g/km,405,4,,Limousine,black met.,automatic,Bentley,19.2,l/100km
753.0,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,59000,Automat sequentiell,5,Allrad,Zuzwil,4172,1,2003,Benzin,350 g/km,450,5,,Kombi,black met.,null,Audi,14.6,l/100km
930.0,M5,BMW M5,M5,M5,"\"Ab MFK\", \"Tuning\"",schwarz,G,31500,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,4999,6,2006,Benzin,357 g/km,503,4,,Limousine,silver met.,automatic,Bmw,14.8,l/100km
962.0,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,"\"Ab MFK\"",beige,G,126300,Automat,5,Allrad,Zuzwil,4197,5,2006,Benzin,374 g/km,390,5,,SUV / Geländewagen,silver met.,automatic,Land rover,15.9,l/100km
1081.0,Cayenne S,PORSCHE Cayenne S,CAYENNE,Cayenne S,"\"Ab MFK\"",schwarz,null,115000,Automatik-Getriebe,5,Allrad,Zuzwil,4511,3,2003,Benzin,380 g/km,340,5,,SUV / Geländewagen,white,null,Porsche,15.8,l/100km
1124.0,575M,FERRARI 575M,575M,575M,"\"Ab MFK\"",schwarz,G,39000,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5748,4,2003,Benzin,499 g/km,517,2,,Coupé,white,null,Ferrari,21.8,l/100km
300.0,S 500,MERCEDES-BENZ S 500,S 500,S 500,"\"Ab MFK\"",schwarz,G,112800,Automat,5,Hinterradantrieb,Zuzwil,4966,9,1999,Benzin,299 g/km,299,4,,Limousine,gray met.,automatic,Mercedes-benz,12.5,l/100km
499.0,A6 Avant 2.7 T Ambition,AUDI A6 Avant 2.7 T Ambition,A6,A6 Avant 2.7 T Ambition,"\"Ab MFK\", \"Tuning\"",schwarz,null,45000,Schaltgetriebe manuell,5,Vorderradantrieb,Zuzwil,2671,9,2000,Benzin,254 g/km,230,5,,Kombi,red,manual,Audi,10.6,l/100km
51.0,456M GT,FERRARI 456M GT,456,456M GT,"\"Ab MFK\"",grau,G,46500,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,5474,3,2000,Benzin,495 g/km,442,2,,Coupé,blue,manual,Ferrari,22.0,l/100km
555.0,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,PHAETON,Phaeton 6.0 W12 4Motion,"\"Ab MFK\"",grau,G,15900,Automat sequentiell,5,Allrad,Zuzwil,5998,11,2002,Benzin,374 g/km,420,4,,Limousine,black,null,Vw,15.6,l/100km
592.0,Brooklands,BENTLEY Brooklands,BROOKLANDS,Brooklands,"\"Ab MFK\"",beige,null,124900,Automat,5,Hinterradantrieb,Zuzwil,6761,12,1995,Benzin,null,250,4,,Limousine,black,automatic,Bentley,null,
988.0,Cevennes,PGO Cevennes,,Cevennes,"\"Ab MFK\"",rot,null,3000,Schaltgetriebe,2,null,Zuzwil,0,5,2008,null,null,0,0,,Cabriolet,silver met.,manual,Pgo,null,
445.0,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,SL 65 AMG,SL 65 AMG,null,null,G,22100,Automat,2,Hinterradantrieb,Zuzwil,5981,5,2005,Benzin,362 g/km,612,2,,Cabriolet,red,automatic,Mercedes-benz,15.1,l/100km
651.0,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",beige,G,29100,Automat sequentiell,2,Hinterradantrieb,Zuzwil,5513,1,2008,Benzin,326 g/km,517,2,,Cabriolet,black met.,null,Mercedes-benz,13.9,l/100km
676.0,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,SL 55 AMG,SL 55 AMG,"\"Ab MFK\"",beige,G,34500,Automat,2,Hinterradantrieb,Zuzwil,5439,8,2002,Benzin,340 g/km,476,2,,Cabriolet,black met.,automatic,Mercedes-benz,14.2,l/100km
184.0,McLaren Roadster,MERCEDES-BENZ SLR McLaren Roadster,SLR,SLR McLaren Roadster,"\"Ab MFK\"",schwarz,null,2400,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5439,6,2008,Benzin,null,626,2,,Cabriolet,blue met.,null,Mercedes-benz,null,
223.0,S 400 CDI,MERCEDES-BENZ S 400 CDI,S 400,S 400 CDI,"\"Ab MFK\"",beige,G,42000,Automat,5,Hinterradantrieb,Zuzwil,3996,4,2001,Diesel,253 g/km,250,4,,Limousine,yellow,automatic,Mercedes-benz,9.6,l/100km
328.0,S6 quattro 4.2,AUDI S6 quattro 4.2,S6,S6 quattro 4.2,"\"Ab MFK\"",grau,null,54500,Schaltgetriebe manuell,5,Allrad,Zuzwil,4170,5,1998,Benzin,366 g/km,290,4,,Limousine,gray met.,manual,Audi,15.4,l/100km
52.0,CLS 500,MERCEDES-BENZ CLS 500,CLS 500,CLS 500,"\"Ab MFK\"",schwarz,G,51000,Automat sequentiell,4,Hinterradantrieb,Zuzwil,4966,12,2004,Benzin,290 g/km,306,4,,Limousine,blue,null,Mercedes-benz,12.1,l/100km
529.0,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,MURCIÉLAGO,Murciélago 6.2 Coupé,"\"Ab MFK\", \"Tuning\"",schwarz,G,49800,Automatisiertes Schaltgetriebe,2,Allrad,Zuzwil,6192,7,2005,Benzin,500 g/km,580,2,,Coupé,black,automatic,Lamborghini,21.5,l/100km
597.0,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,39000,Automat sequentiell,5,Allrad,Zuzwil,4806,1,2011,Benzin,270 g/km,500,5,,SUV / Geländewagen,black,null,Porsche,11.5,l/100km
732.0,SL 320,MERCEDES-BENZ SL 320,SL 320,SL 320,"\"Ab MFK\"",schwarz,G,8900,Automat,2,Hinterradantrieb,Zuzwil,3199,4,2000,Benzin,274 g/km,224,2,,Cabriolet,black met.,automatic,Mercedes-benz,11.5,l/100km
816.0,740iL,BMW 740iL,740,740iL,"\"Ab MFK\"",schwarz,null,18300,Automat,5,Hinterradantrieb,Zuzwil,4398,5,1999,Benzin,317 g/km,286,4,,Limousine,black met.,automatic,Bmw,13.3,l/100km
848.0,911 Turbo II,PORSCHE 911 Turbo II,911,911 Turbo II,"\"Ab MFK\"",rot,null,101300,Schaltgetriebe manuell,4,Hinterradantrieb,Zuzwil,3297,8,1991,Benzin,null,320,2,,Coupé,silver,manual,Porsche,null,
1077.0,Coupé GT,MASERATI Coupé GT,COUPÉ GT,Coupé GT,"\"Ab MFK\"",beige,null,95300,Automatik-Getriebe,4,Hinterradantrieb,Zuzwil,4244,7,2002,Benzin,400 g/km,390,2,,Coupé,white,null,Maserati,17.5,l/100km
205.0,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,F360,F360 Modena Berlinetta,"\"Ab MFK\"",null,null,30300,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,3586,8,1999,Benzin,440 g/km,400,2,,Coupé,bordeaux met.,null,Ferrari,19.3,l/100km
407.0,CLK DTM AMG,MERCEDES-BENZ CLK DTM AMG,,CLK DTM AMG,"\"Ab MFK\"",schwarz,null,16660,Automatik-Getriebe,2,Hinterradantrieb,Zuzwil,5439,8,2005,Benzin,null,582,2,,Limousine,green met.,null,Mercedes-benz,null,
573.0,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition,B 200,B 200 T Sailing Edition,"\"Ab MFK\"",null,G,60500,Schaltgetriebe manuell,5,Vorderradantrieb,Zuzwil,2035,8,2006,Benzin,195 g/km,193,5,,Kompaktvan / Minivan,black,manual,Mercedes-benz,8.1,l/100km
948.0,Cayenne Turbo,PORSCHE Cayenne Turbo,CAYENNE,Cayenne Turbo,"\"Ab MFK\"",schwarz,G,156000,Automat,5,Allrad,Zuzwil,4511,1,2003,Benzin,378 g/km,450,5,,SUV / Geländewagen,silver met.,automatic,Porsche,15.7,l/100km
164.0,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,E 55 AMG,E 55 AMG Avantgarde,"\"Ab MFK\"",schwarz,null,35000,Automat,5,Hinterradantrieb,Zuzwil,5439,10,1998,Benzin,301 g/km,354,4,,Limousine,blue met.,automatic,Mercedes-benz,12.6,l/100km
420.0,SL 600,MERCEDES-BENZ SL 600,SL 600,SL 600,"\"Ab MFK\"",grün,null,12900,Automat,0,Hinterradantrieb,Zuzwil,5987,5,1996,Benzin,370 g/km,394,2,,Cabriolet,green met.,automatic,Mercedes-benz,15.5,l/100km
484.0,E 63 AMG,MERCEDES-BENZ E 63 AMG,E 63 AMG,E 63 AMG,"\"Ab MFK\"",schwarz,G,29000,Automatisiertes Schaltgetriebe,5,Hinterradantrieb,Zuzwil,6209,1,2010,Benzin,295 g/km,525,4,,Limousine,red,automatic,Mercedes-benz,12.6,l/100km
497.0,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,RS6,RS6 Avant 5.0 V10 quattro,"\"Ab MFK\"",null,G,38000,Automat,5,Allrad,Zuzwil,4991,9,2010,Benzin,333 g/km,580,5,,Kombi,red,automatic,Audi,14.0,l/100km
569.0,RS6 Avant quattro,AUDI RS6 Avant quattro,RS6,RS6 Avant quattro,"\"Ab MFK\"",schwarz,G,40900,Automat sequentiell,5,Allrad,Zuzwil,4172,10,2003,Benzin,350 g/km,450,5,,Kombi,black,null,Audi,14.6,l/100km
721.0,911 Turbo,PORSCHE 911 Turbo,911,911 Turbo,"\"Ab MFK\"",schwarz,G,59500,Automatik-Getriebe,4,Allrad,Zuzwil,3600,1,2001,Benzin,309 g/km,420,2,,Coupé,black met.,null,Porsche,12.9,l/100km
